budget,id,overview,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return
0.0,123611.0,0,0.567282,1983-01-01,0.0,Tokatçı,7.6,5.0,1983,0.0
0.0,111310.0,"Union spy Gail Loveless impersonates a black maid in the early days of the Civil War, but complications arise when she falls in love with a Confederate officer.",0.384003,1934-06-08,0.0,Operator 13,3.5,2.0,1934,0.0
0.0,70122.0,Arabella is a daughter of the world's most terrifying pirate captain. She loves her father but also dreams about a life of a usual girl. One day a weird stranger is saved from the sea who will be the only friend of Arabella. At the same time a rival pirate called Raudpats plans to kidnap the girl. Will she be safe and can she ever live a normal life?,0.136951,1983-08-22,0.0,"Arabella, the Pirate's Daughter",9.0,1.0,1983,0.0
0.0,43832.0,"Geoff Carter (Cary Grant) is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator (Richard Barthelmess) who arrives with his wife (Rita Hayworth), Carter's ex-lover. Meanwhile, traveler Bonnie Lee (Jean Arthur) tries to get close to the emotionally closed-off Carter. The film received two Academy Award nominations.",2.611512,1939-05-15,0.0,Only Angels Have Wings,7.0,47.0,1939,0.0
0.0,92352.0,"Vera Kowalska (Kay Francis) is put on trial for murdering the pianist Michael Michailow (Basil Rathbone), who was having an affair with a young music student, Lisa Koslov (Jane Bryan). In court it is shown that some years ago Michael had seduced Vera, ruining her marriage.",0.254885,1937-08-19,0.0,Confession,7.2,6.0,1937,0.0
0.0,760.0,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",7.18207,1973-10-17,0.0,The Mad Adventures of Rabbi Jacob,7.1,183.0,1973,0.0
0.0,185147.0,"Thomas Crimmins is a new warder, or guard, in an Irish prison. He is young, naive, and idealistic, determined to serve his country by his part in meting out justice to criminals. His superior, Regan, however, realizes that even prisoners are human beings, and Regan is sick of the eye-for-an-eye attitude that leads the state to execute condemned men, or ""quare fellows."" Crimmins begins to see that not all is black and white in his new world, and when he becomes involved with Kathleen, the wife of one of the condemned men, his attitude begins to change. When new evidence arises to suggest that Kathleen's husband may not deserve his fate, Crimmins is torn between his duty and his humanity.",0.410124,1962-10-02,0.0,The Quare Fellow,6.8,3.0,1962,0.0
0.0,14620.0,"After his girlfriend, Julie and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",5.776666,2006-10-10,0.0,The Butterfly Effect 2,4.6,255.0,2006,0.0
0.0,45301.0,"Lainie Wheeler has two daughters, but her husband leaves them for a Thai monastery. She completely neglects her job in TV production but finds a new vocation in nursing terminal patients, even after the death of her friend in that home. She also finds a new lover, Matt Harper, who is also great with her kids, but still gets addicted to pills, causes a major accident, loses custody and needs long-term institutionalized therapy. After her release, a friend gets her another job in TV production, which makes her meet baseball star Harry Brewer. When he proves adulterous and gets too intimate, she ends up murdering him. Detective Webster investigates..",0.113644,2003-06-01,0.0,Outrage,5.0,2.0,2003,0.0
0.0,2202.0,"Hard times came for Carraclough family and they are forced to sell their dog to the rich Duke of Rudling. However, Lassie, the dog, is unwilling to leave the young Carraclough boy and sets out on the long and dangerous journey in order to rejoin him.",2.343313,1943-10-07,0.0,Lassie Come Home,6.4,24.0,1943,0.0
0.0,125587.0,"A raw depiction of the Belfast 'troubles' as savage tribal warfare. Set shortly after the 1975 cease fire, the film focuses on the tribulations of Kenny, Protestant leader of a group of Shankill Road Loyalists, and his one-time friend Liam, a Catholic.",0.064512,1996-10-18,0.0,Nothing Personal,4.0,1.0,1996,0.0
0.0,124207.0,0,0.049057,1983-09-01,0.0,The Devil and Holy Water,5.0,1.0,1983,0.0
0.0,46430.0,"Rai Bahadur lives a wealthy lifestyle in Panjim, Goa, along with three brothers, Raman, Kamal, and Ashok along with their respective wives and children. He also has a sister, Shanno, and a daughter, Rinki, who is of marriageable age. Since his business is not doing too well, he asks his US-based friend, Ranjit, for assistance. In response, Ranjit sends his son, Vikramjit, to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend, Veeru, and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit &amp; Veeru are not who they claim to be, but are actually Jai and Veeru, wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV, and the impact this has on the entire Rai clan.",1.000858,2001-04-13,0.0,Jodi No.1,4.3,3.0,2001,0.0
0.0,42045.0,"Lange stunningly portrays Patsy Cline, the velvet-voiced country singer who died in a tragic plane crash.",1.29382,1985-10-02,0.0,Sweet Dreams,6.9,11.0,1985,0.0
0.0,1702.0,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",9.217153,1994-12-23,1422749.0,Death Machine,5.8,26.0,1994,0.0
250000000.0,57158.0,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",20.644776,2013-12-11,958400000.0,The Hobbit: The Desolation of Smaug,7.6,4633.0,2013,3.8336
22000000.0,417830.0,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,28.176992,2017-05-19,40120144.0,Diary of a Wimpy Kid: The Long Haul,6.1,48.0,2017,1.823642909090909
0.0,32293.0,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",5.973243,2003-08-15,0.0,The Cheetah Girls,4.9,90.0,2003,0.0
6000000.0,301351.0,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",9.023686,2015-08-26,11122090.0,We Are Your Friends,6.3,673.0,2015,1.8536816666666667
0.0,125077.0,"The magical Munchie is back, and if he gets in any more trouble it's off to the dullest constellation in the galaxy. Staying out of trouble has never been easy for Munchie, but this time he gives it his best shot. He is sent to earth and finds himself in the company of the McClelland family. As he proves himself, he becomes mixed up in the family's many problems. Munchie does his best to fulfill his duty on Earth, but not without getting involved in a little mischief. Written by Concorde - New Horizons.",0.778371,1994-08-01,0.0,Munchie Strikes Back,3.0,2.0,1994,0.0
0.0,91443.0,"Truman Korovin is a lonely, sharp-witted cab driver in Fairbanks, Alaska, 1980. The usual routine of picking up fares and spending his nights at his favorite bar, the Boatel, is disrupted when his girlfriend, Emily, dumps him on one of the coldest nights of the year. After an acid trip, Truman winds up in the local loony bin. Imprisoned in a grueling therapy group, Truman gets re-acquainted with loonies who are his old cab fares, which includes a local stripper he has insulted more than once. In this world, Truman must find or lose himself.",0.05283,2010-10-26,0.0,Chronic Town,0.0,0.0,2010,0.0
0.0,57789.0,"The Farmer family is in big debts; they might lose their house soon. The seven year old Farmer twins, Kelly and Lynn, decide not to let this happen. They discover that somebody really mean and shrewd is responsible for all the problems of their family: it's their aunt Agatha! Thanks to the moon stone that she found years ago, aunt Agatha is now a witch. She has supernatural abilities but unfortunately uses them to do bad things. She is malicious and loves injuring others, even her own family. The girls must take the magic stone from Agatha.",1.602717,1993-10-30,0.0,"Double, Double, Toil and Trouble",6.0,25.0,1993,0.0
0.0,314635.0,"Schmitke is an old German wind turbine engineer. One day, he is dispatched to the Czech side of the Ore Mountains to fix an old squeaking wind turbine. His colleague disappears and mysterious things begin to happen in the forest.",0.04335,2014-10-05,0.0,Schmitke,0.0,0.0,2014,0.0
0.0,202764.0,"Vassilis Georgiades directed this tense drama, one of the final Greek films made before the 1967 coup which led to restrictions on film content. The plot concerns struggles between peasants and the wealthy estate-owners over division of land in the early part of the 20th century. This battle is contrasted with the rivalry of two brothers over a woman's affections. The performances are somewhat lacking, but Georgiades' assured direction and presentation of a little-known chapter of Greek history resulted in an Oscar nomination as ""Best Foreign Film.""",0.085196,1966-01-11,0.0,Blood on the Land,8.0,2.0,1966,0.0
13500000.0,368940.0,"On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats).",8.969705,2016-02-04,3342697.0,Robinson Crusoe,5.8,85.0,2016,0.24760718518518518
0.0,55584.0,"One of the last great German Expressionist films of the silent era, Joe May’s Asphalt is a love story set in the traffic-strewn Berlin of the late 1920s. Starring the delectable Betty Amann in her most famous leading role, Asphalt is a luxuriously produced Ufa classic where tragic liaisons and fatal encounters are shaped alongside the constant roar of traffic.",1.652859,1929-03-12,0.0,Asphalt,8.3,9.0,1929,0.0
0.0,174325.0,"Having broken racial and sexual boundaries as a pioneering comic talent, the late Moms Mabley has long been an icon in the comedy world. Now Whoopi Goldberg takes a deep dive into Mabley’s legacy via recently unearthed photography, rediscovered performance footage and the words of numerous celebrated comedians. A true passion project for Goldberg, I Got Somethin’ to Tell You shows Mabley’s historical significance and profound influence as a performer vastly ahead of her time.",1.208847,2013-04-22,0.0,Moms Mabley: I Got Somethin' to Tell You,6.0,2.0,2013,0.0
0.0,113377.0,"This is the story of more than four hundred Americans who participated in a bold and dangerous experiment designed to awaken the conscience of a complacent nation. These self-proclaimed, 'Freedom Riders' challenged the mores of a racially segregated society by performing a disarmingly simple act.",0.041185,2010-01-01,0.0,Freedom Riders,5.0,1.0,2010,0.0
0.0,115023.0,"Germany in the early 19th century. ""Die Vermessung der Welt"" follows the two brilliant and eccentric scientists Alexander von Humboldt and Carl Friedrich Gauss on their life paths.",5.047333,2012-10-24,0.0,Measuring the World,5.6,30.0,2012,0.0
0.0,31189.0,"In Cairo on her own as she waits for her husband, Juliette finds herself caught in a whirlwind romance with his friend Tareq, a retired cop. As Tareq escorts Juliette around the city, they find themselves in the middle of a brief affair that catches them both unawares.",1.450946,2009-09-13,0.0,Cairo Time,6.3,21.0,2009,0.0
0.0,447113.0,"When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking!",7.170738,2017-04-04,0.0,Monster High: Electrified,6.9,8.0,2017,0.0
0.0,29697.0,"Frank Rautenbach leads a strong cast as Angus Buchan, a Zambian farmer of Scottish heritage, who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in KwaZulu Natal,South Africa.",0.629729,2006-10-27,0.0,Faith Like Potatoes,6.0,9.0,2006,0.0
0.0,367416.0,"Agathe von Trapp, the eldest daughter of a well-known musical family, overcomes many obstacles to pursue her musical career and move to the United States.",0.616745,2015-11-12,0.0,The von Trapp Family: A Life of Music,5.5,6.0,2015,0.0
30000.0,42296.0,"Nev, a 24-year-old New York-based photographer, has no idea what he's in for when Abby, an eight-year-old girl from rural Michigan, contacts him on Facebook, seeking permission to paint one of his photographs. When he receives her remarkable painting, Nev begins a friendship and correspondence with Abby's family. But things really get interesting when he develops a cyber-romance with Abby's attractive older sister, Megan, a musician and model. Prompted by some startling revelations about Megan, Nev and his buddies embark on a road trip in search of the truth.",5.174738,2010-09-17,3045943.0,Catfish,6.5,201.0,2010,101.53143333333334
0.0,27683.0,"Ted Ryker is the top salesman in the New York office of a business machine company; the corporate stock lives by quarterly sales numbers, the competition is keen, and the economy may be in a downturn. Ted's company is marking time until a new product is ready - probably in a few months. Into the mix comes a new hire, a callow Midwesterner named Jamie, who's come East with his fiancée Belisa.",3.587239,2006-10-01,0.0,The Last Time,5.5,19.0,2006,0.0
0.0,293861.0,"Hoping to leave behind the trauma of her mother's death, a young woman moves to New York City, where she becomes close to her similarly haunted roommate -- until a disturbing revelation changes everything.",0.705234,2014-01-01,0.0,Imagine I'm Beautiful,6.5,3.0,2014,0.0
0.0,10032.0,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",5.985236,2006-12-01,6086508.0,Van Wilder 2: The Rise of Taj,5.1,162.0,2006,0.0
0.0,72890.0,"A failed New York playwright stages a suicide in an attempt to win back her ex, only to wind up in the custody of her gambling-addict mother.",4.80745,2012-09-07,0.0,Girl Most Likely,5.7,103.0,2012,0.0
0.0,49314.0,"Dominick and Eugene are twins, but Dominick is a little bit slow due do an accident in his youth. They live together, with Dominick working as garbage man to put Eugene through medical school. Their relationship becomes strained when Eugene must decide between his devotion to his brother, or his need to go away to complete his training. Things are also not helped by Dominick's co-worker, or Eugene's budding romance.",2.818797,1988-03-18,0.0,Dominick and Eugene,6.1,16.0,1988,0.0
0.0,299579.0,"Northpole, the magical city where Santa and his elves live and work is in trouble. Families around the globe have gotten too busy to enjoy the season together, and Northpole depends on their holiday happiness to keep running. In the hopes of turning things around, a determined young elf befriends a little boy with a lot of spirit. His skeptical journalist mom doesn’t have room in her heart for anything but the facts, so it’s going to take a little nudge from his charming teacher to create an unbeatable Christmas team to turn around this town and share the importance of the season with the whole world.",1.65579,2014-11-15,0.0,Northpole,5.1,10.0,2014,0.0
0.0,269340.0,"In 1777, one year since he had taken reign, King Jeong-jo bears a perilous palace life with his dedicated court servant, Gap-soo, amidst opposition and threats from those around with political ambitions. Meanwhile, Eul-soo, a member of a secret assassin group, receives orders to kill Jeong-jo. Gap-soo, who had also been in the same secret assassin ring as Eul-soo, later confesses to Jeong-jo about his dark past and his motive for coming into the palace. To Gap-soo's surprise, Jeong-jo asks Gap-soo when he had given up being an assassin, then orders him to just leave the palace. However, Gap-soo finds out that there is another assassin besides him and frantically returns to the court, only to discover Eul-soo in combat with Jeong-jo. (c)",2.968776,2014-04-30,0.0,The Fatal Encounter,7.4,19.0,2014,0.0
0.0,355020.0,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",2.940533,2015-10-09,0.0,Winter on Fire: Ukraine's Fight for Freedom,8.1,65.0,2015,0.0
0.0,27091.0,"Two brothers, 23 and 16, who are both teen idols, come to terms with their dysfunctional family past and deep affection for each other.",1.052353,2004-01-01,0.0,Harry And Max,5.0,6.0,2004,0.0
0.0,86549.0,"August tells the story of two former lovers, Troy and Jonathan, who reunite after a long ago painful breakup. After spending several years in Spain, Troy returns to Los Angeles and decides to phone Jonathan and meet for coffee. A seemingly innocent rendezvous turns into an attempt to revive passions past. Only this time it's not that simple as Jonathan has a new beau, Raul, and is trying to make the right decision a second time around.",1.547762,2011-06-09,0.0,August,6.3,16.0,2011,0.0
0.0,19593.0,"During the critical experiment that would rid David Banner of the Hulk,a spy sabotages the laboratory. Banner falls in love with the spy, Jasmin, who performs missions only because her sister is being held hostage by Jasmin's superiors. Banner and Jasmin try to escape from the enemy agents to rebuild their lives together, but the Hulk is never far from them.",4.541138,1990-02-18,0.0,The Death of the Incredible Hulk,4.2,20.0,1990,0.0
0.0,43151.0,"West Point cadet Dick Thorpe falls in love with a girl, who turns out to be a princess from an European kingdom.",0.891202,1937-12-24,0.0,Rosalie,6.0,1.0,1937,0.0
0.0,40452.0,"Jobless, besieged by creditors, and abandoned by his wife, the once silver medalist Tae-shik has sunk to street hustling, becoming a human punching bag. Meanwhile, young Sang-hwan's delinquent ways land him behind bars. Both men look to boxing to turn around lives gone astray, aiming for the amateur title, ultimately pitting them against each other, but more importantly, against themselves.",1.133475,2005-03-31,0.0,Crying Fist,6.8,20.0,2005,0.0
0.0,119364.0,A policeman in New Mexico takes payoff money but still manages to go after a racketeer.,0.645963,1974-05-01,0.0,The Take,8.0,1.0,1974,0.0
0.0,222517.0,0,1.382398,1982-04-03,0.0,Snow White and 7 Wise Men,6.5,2.0,1982,0.0
0.0,189334.0,"Joaquin comes back to Granada in the eighties trying to find out about something happened when he was a child and the Spanish Civil War was going on. He helped an unknown man who survived after being executed. He finds the man, Galapago, who is now quite old, poor and with almost no memory. Joaquin takes care of him and finds hints that point to Galapago as Federico García Lorca.",0.588734,2003-01-30,0.0,The End of a Mystery,6.0,1.0,2003,0.0
165000000.0,47933.0,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",16.993841,2016-06-22,389681935.0,Independence Day: Resurgence,4.9,2550.0,2016,2.3617086969696968
5500000.0,660.0,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,10.517835,1965-12-16,141195658.0,Thunderball,6.5,572.0,1965,25.671937818181817
0.0,79995.0,"Late Bloomers stars Isabella Rossellini and William Hurt as a married couple pulled apart by the threat of old age. Each reacts in a different way: Hurt’s distinguished architect chases after his glory days, while Rossellini’s housewife installs handrails about the house.",1.241076,2011-07-13,0.0,Late Bloomers,5.6,7.0,2011,0.0
0.0,3075.0,"Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wrecks his revenge on the perpetrator of his misery: Baron Frankenstein.",2.049849,1969-05-22,0.0,Frankenstein Must Be Destroyed,6.4,26.0,1969,0.0
150000.0,11167.0,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making. She sneaks into Mark's apartment to watch it and is horrified by what she sees -- especially when Mark catches her.",7.229587,1960-04-06,83957.0,Peeping Tom,7.6,148.0,1960,0.5597133333333333
0.0,45679.0,A gambling boss is pressured by the law and press when a crusade is started against him after one of his collectors becomes a killer.,0.453348,1953-04-18,0.0,The System,4.1,4.0,1953,0.0
0.0,26642.0,He risks it all for the love of a lifetime!,4.697126,1988-12-21,0.0,The Dark Side of the Sun,4.7,18.0,1988,0.0
0.0,132744.0,"Javed Abbas (Jackie Shroff) is widowed Police Officer with four children. His partner is Arun Verma (Shahrukh Khan). Both Javed and Arun are honest, hard-working and diligent. And this leads to the ""death"" of Javed in mysterious circumstances. After Javed's death, Arun takes over the responsiblity of looking after his four children. He does run into several problems and decides to seek the help of Geeta Choudhary (Juhi chawla), who readily agrees and moves in with him and the four children. The children take an instant liking to Geeta, and things seem to settle down. One day Arun finds out that his former partner's death was really a homicide. When he attempts to investigate, charges of drug-trafficking, and bribery are brought out against him, He finds out that Geeta is not what she claims to be, and is living a double life.",1.838534,2001-03-29,0.0,One 2 Ka 4,5.3,12.0,2001,0.0
0.0,33431.0,"Set in an anonymous Japanese metropolis, the film tells the tale of shy career woman, Rinko and Shigehiko, her hygiene-obsessed, workaholic husband. The couple explore their sexuality in a number of ways, causing their lives to be disrupted.",1.877874,2002-01-01,0.0,A Snake of June,6.7,29.0,2002,0.0
0.0,71730.0,"Robbie and his girlfriend, Amy, are among a group of students who play their private night games in the romantic thriller that catapulted Kidman to center stage.  On screen throughout, Kidman discovers what will happen when a friendly game becomes real life ... and real life becomes a deadly game.",0.266017,1987-01-01,0.0,Watch the Shadows Dance,5.2,5.0,1987,0.0
0.0,30586.0,"In 1997, rap superstars Tupac Shakur and Christopher Wallace (aka Biggie Smalls, The Notorious B.I.G.) were gunned down in separate incidents, the apparent victims of hip hop's infamous east-west rivalry. Nick Broomfield's film introduces Russell Poole, an ex-cop with damning evidence that suggests the LAPD deliberately fumbled the case to conceal connections between the police, LA gangs and Death Row Records, the label run by feared rap mogul Marion ""Suge"" Knight.",1.56449,2002-01-11,0.0,Biggie and Tupac,6.3,27.0,2002,0.0
0.0,20681.0,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup.",3.99897,1980-12-17,0.0,The Dogs of War,4.9,38.0,1980,0.0
25000000.0,17935.0,"Set in the 16th century, this is a story about Ukraine's Cossack warriors and their campaign to defend their lands from the advancing Polish armies.",7.855489,2009-04-02,16815892.0,Iron & Blood: The Legend of Taras Bulba,5.0,14.0,2009,0.67263568
0.0,44221.0,"Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group.",2.321234,2010-08-24,0.0,Group Sex,5.5,20.0,2010,0.0
5750000.0,16345.0,"A remake of the hugely successful Malayalam film Kadha Parayumbol, Billu (formerly ""Billu Barber"") is the story of a small town man, Billu (Irrfan Khan) who mentions to his family that he was once a friend of superstar; Sahir Khan (Shahrukh Khan). Then everything changes when Sahir Khan makes an appearance to film a movie in the town. Rumors spread that Billu is Sahir's close friends, and he becomes a celebrity virtually overnight. The trouble begins when townsfolk want to meet with Sahir but Billu is unable to contact him.",1.355305,2009-02-13,10000000.0,Billu,6.5,27.0,2009,1.7391304347826086
2050000.0,110919.0,"Circles (Serbian: Krugovi) is a Serbian movie based on the true story of a Serbian soldier who risked his life to protect a Muslim civilian during the war in Bosnia. During the war in Bosnia in 1993, a Serbian soldier pays for his life after protecting a Muslim civilian from being attacked by three other soldiers. 12 years later, the consequences of this act of heroism are still having their repercussions.",1.64587,2013-01-17,0.0,Circles,7.9,13.0,2013,0.0
0.0,251619.0,"While she fights a heroic battle against the Spanish besieger with her female army, Kenau, driven by hate and sorrow of the execution of her youngest daughter, is threatened to also lose her eldest daughter, because her fear and pain are covered by her stubborn closeness.",1.515504,2014-03-06,0.0,Kenau,5.9,8.0,2014,0.0
0.0,273080.0,"A film about political ethics and legislative incompetence that follows one man's attempts to require politicians to actually read the Bills they are passing -- which, strangely, is not currently required anywhere in the U.S.",0.008273,2012-03-08,0.0,Fools on the Hill,0.0,0.0,2012,0.0
2000000.0,37284.0,"A Korean horror film about an adopted young boy with a strange link to an old, dead acacia tree. As the boy settles in to his new home, the tree comes to life. When the family who adopted him becomes pregnant, he is to go back to the orphanage, and horror ensues.",1.46791,2003-10-17,0.0,Acacia,5.4,22.0,2003,0.0
0.0,31896.0,"Jody Balaban, an aspiring filmmaker, is fresh to L.A. with New York film school accolades and the dream of making her movie. Unable to get a job where she can use the skills she so finely honed, Jody must edit adult entertainment to make ends meet. The uncompromising desire to make her movie, leads Jody to secretly film in the porn studio facilities at night - until she is caught in the act.",2.859237,2009-01-01,0.0,Finding Bliss,5.3,21.0,2009,0.0
0.0,76800.0,"Now in his sixties, Joe is released from the hospital after a long battle with pneumonia and forced to confront the harsh reality of his legacy: everyone he knew had assumed he was dead, and life had gone on around him without missing a beat. Returning to his old neighborhood in Chicago's ""Patch"" district, he finds his car gone, all his worldly possessions pawned by his landlord, and the apartment he's lived in his entire adult life rented out to a single mother named Jenny and her eight year-old daughter Angelina.",0.527218,2011-10-28,0.0,The Last Rites of Joe May,6.1,7.0,2011,0.0
0.0,167733.0,"Wayne Gretzky (no relation) is a vampire who can't grow his teeth. His impotence began when he inadvertently killed Mary Lipinsky, the love of his life, 300 years ago. To take his mind off the pain, he teaches college history - who better? Attempting to regain his full power, he enlists help from his friend and colleague, Dr. Levine (Gary Cole). Nothing works until a new semester brings freshman Chris Keller. She's a dead ringer for Mary and they have a lurid affair, while rumors fly around the campus. But it all sours when he turns Chris into a vampire and her newfound bloodlust spins out of control in a bloody rampage, making the rumors a little too real. Written by Anonymous",7.057051,2013-02-27,0.0,Vamp U,4.7,30.0,2013,0.0
0.0,26018.0,"With nutritionally-depleted foods, chemical additives and our tendency to rely upon pharmaceutical drugs to treat what's wrong with our malnourished bodies, it's no wonder that modern society is getting sicker. Food Matters sets about uncovering the trillion dollar worldwide sickness industry and gives people some scientifically verifiable solutions for curing disease naturally.",3.292247,2010-10-08,0.0,Food Matters,7.2,24.0,2010,0.0
0.0,38328.0,0,2.105611,2004-01-01,0.0,Che ne sarà di noi,5.6,46.0,2004,0.0
0.0,421851.0,"Oscar-winner Michael Moore dives right into hostile territory with his daring and hilarious one-man show, deep in the heart of TrumpLand in the weeks before the 2016 election.",1.585725,2016-10-18,0.0,Michael Moore in TrumpLand,6.3,35.0,2016,0.0
35000000.0,847.0,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",9.918312,1988-05-01,57269863.0,Willow,6.9,484.0,1988,1.6362818
0.0,225898.0,"A group of stick-up kids rob a mafia run strip club and head for the border but when they enter the town of Redstone, they find that crime is a dish best served cold! Kane Hodder (Friday the 13th, Hatchet) takes the title role as Sheriff Slade Sickle, a man with a true appetite for justice! The film co-stars Tiffany Shepis (Nightmare Man, Dark Reel) and Rena Riffel (Showgirls, Mulholland Dr.) in this carnage-filled tribute to American Grind-House cinema.  Horror Legend Kane Hodder (Friday the 13th, Hatchet) is Sheriff Slade Sickle, and when a group of stick up kids arrive in his town, they find that justice is a dish best served cold. Expect buckets of blood, bullets and mayhem in this tribute to American Grindhouse.  - Written by Anonymous (IMDb)",0.041405,2013-09-30,0.0,Exit to Hell,4.5,2.0,2013,0.0
6500000.0,2588.0,"The teenager artist Ana is raised in Ibiza by her German father Klaus in a naturalist lifestyle in a cave. One day, she meets a woman called Justine that invites Ana to move to Madrid, offering education and economical support, to live in an old house with other artists having classes of Arts and with the only commitment of studying. Ana befriends her mate Linda (Bebe) and falls in love for the problematic Said, having her first sexual experience with him. After a period together, Said leaves Ana, and then she is hypnotized by Anglo, discovering her past lives and deaths.",4.502465,2007-08-24,0.0,Chaotic Ana,6.9,19.0,2007,0.0
1500000.0,27723.0,"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films. A not-so-innocent girl in 1960's Malibu becomes the first girl surfer at Malibu Beach, only she suffers from dissociative identity disorder and occasionally her alter ego, a sexually aggressive, foul-speaking girl, comes out. During her ""episodes"" several beach goers are found murdered.",3.898441,2000-08-06,0.0,Psycho Beach Party,6.0,26.0,2000,0.0
0.0,56518.0,St. Francis of Assisi sends his followers into the world to spread God's word.,1.088237,1950-12-14,0.0,The Flowers of St. Francis,6.2,13.0,1950,0.0
